load_mw,timestamp,pca_abbrev,source
12795.5409412736,2016012105,SG,Singapore EMA
12875.95354114961,2016012106,SG,Singapore EMA
12847.90193450575,2016012107,SG,Singapore EMA
12825.26749048529,2016012108,SG,Singapore EMA
12596.68967554172,2016012109,SG,Singapore EMA
12161.54769855063,2016012110,SG,Singapore EMA
12205.77276872369,2016012111,SG,Singapore EMA
12132.69682336642,2016012112,SG,Singapore EMA
11920.21962187989,2016012113,SG,Singapore EMA
11365.64251551703,2016012114,SG,Singapore EMA
10775.95944457004,2016012115,SG,Singapore EMA
10199.32593462483,2016012116,SG,Singapore EMA
9806.423061879341,2016012117,SG,Singapore EMA
9614.216895131573,2016012118,SG,Singapore EMA
9443.898183724774,2016012119,SG,Singapore EMA
9449.334529076878,2016012120,SG,Singapore EMA
9683.431238457024,2016012121,SG,Singapore EMA
10357.21924446452,2016012122,SG,Singapore EMA
10996.99233765599,2016012123,SG,Singapore EMA
12015.7864354183,2016012200,SG,Singapore EMA
12582.835940475,2016012201,SG,Singapore EMA
12874.02960119792,2016012202,SG,Singapore EMA
13037.17903279922,2016012203,SG,Singapore EMA
12914.32070746447,2016012204,SG,Singapore EMA
13061.19032954537,2016012205,SG,Singapore EMA
13098.70941941027,2016012206,SG,Singapore EMA
13080.22145802843,2016012207,SG,Singapore EMA
13015.41972749023,2016012208,SG,Singapore EMA
12858.85424166829,2016012209,SG,Singapore EMA
12486.79016120961,2016012210,SG,Singapore EMA
12345.15767081245,2016012211,SG,Singapore EMA
12191.08020048937,2016012212,SG,Singapore EMA
11990.05365031304,2016012213,SG,Singapore EMA
11491.26698946913,2016012214,SG,Singapore EMA
10965.67880166749,2016012215,SG,Singapore EMA
10435.34263835613,2016012216,SG,Singapore EMA
10044.25255643907,2016012217,SG,Singapore EMA
9757.162362143556,2016012218,SG,Singapore EMA
9530.602189813639,2016012219,SG,Singapore EMA
9455.672742235511,2016012220,SG,Singapore EMA
9519.419565887041,2016012221,SG,Singapore EMA
9833.948008203122,2016012222,SG,Singapore EMA
10149.27290634711,2016012223,SG,Singapore EMA
10910.16516005588,2016012300,SG,Singapore EMA
11505.83612673963,2016012301,SG,Singapore EMA
11880.20492665608,2016012302,SG,Singapore EMA
11921.19449870986,2016012303,SG,Singapore EMA
11623.10888298882,2016012304,SG,Singapore EMA
11622.78327605034,2016012305,SG,Singapore EMA
11591.34908614991,2016012306,SG,Singapore EMA
11538.6142882609,2016012307,SG,Singapore EMA
11347.94420611925,2016012308,SG,Singapore EMA
11086.47521899089,2016012309,SG,Singapore EMA
11023.21896360516,2016012310,SG,Singapore EMA
11269.51736963433,2016012311,SG,Singapore EMA
11391.66647833116,2016012312,SG,Singapore EMA
11394.25203791506,2016012313,SG,Singapore EMA
11043.90510920275,2016012314,SG,Singapore EMA
10685.31998320313,2016012315,SG,Singapore EMA
10215.86921213461,2016012316,SG,Singapore EMA
9837.189292052142,2016012317,SG,Singapore EMA
9560.23949475478,2016012318,SG,Singapore EMA
9365.622463885906,2016012319,SG,Singapore EMA
9284.597797801376,2016012320,SG,Singapore EMA
9317.251160667864,2016012321,SG,Singapore EMA
9537.768498727761,2016012322,SG,Singapore EMA
9657.885271958005,2016012323,SG,Singapore EMA
10043.79624574761,2016012400,SG,Singapore EMA
10505.49220396376,2016012401,SG,Singapore EMA
10902.80247332845,2016012402,SG,Singapore EMA
10933.98449112223,2016012403,SG,Singapore EMA
10865.10416505181,2016012404,SG,Singapore EMA
10914.31432263429,2016012405,SG,Singapore EMA
10958.73128618436,2016012406,SG,Singapore EMA
10928.69854090902,2016012407,SG,Singapore EMA
10902.96072472386,2016012408,SG,Singapore EMA
10821.71691405437,2016012409,SG,Singapore EMA
10849.19334125109,2016012410,SG,Singapore EMA
11192.58388330377,2016012411,SG,Singapore EMA
11369.18723920274,2016012412,SG,Singapore EMA
11405.25555457628,2016012413,SG,Singapore EMA
11051.68211013644,2016012414,SG,Singapore EMA
10585.13145047906,2016012415,SG,Singapore EMA
10067.01119425647,2016012416,SG,Singapore EMA
9680.724189718965,2016012417,SG,Singapore EMA
9436.033333259267,2016012418,SG,Singapore EMA
9278.42358353163,2016012419,SG,Singapore EMA
9235.310913266056,2016012420,SG,Singapore EMA
9470.145952869201,2016012421,SG,Singapore EMA
10193.77674181506,2016012422,SG,Singapore EMA
10929.35096072374,2016012423,SG,Singapore EMA
11988.49640646323,2016012500,SG,Singapore EMA
12650.17007537354,2016012501,SG,Singapore EMA
13035.11292541586,2016012502,SG,Singapore EMA
13013.73704203584,2016012503,SG,Singapore EMA
12846.35453782581,2016012504,SG,Singapore EMA
12963.56896201008,2016012505,SG,Singapore EMA
13058.7478922998,2016012506,SG,Singapore EMA
13068.99883391086,2016012507,SG,Singapore EMA
12948.5935624311,2016012508,SG,Singapore EMA
12689.53339154486,2016012509,SG,Singapore EMA
12241.06305088352,2016012510,SG,Singapore EMA
12253.90837741347,2016012511,SG,Singapore EMA
12167.3442809318,2016012512,SG,Singapore EMA
11929.71008036431,2016012513,SG,Singapore EMA
11388.3409319024,2016012514,SG,Singapore EMA
10805.94969284124,2016012515,SG,Singapore EMA
10199.16502239855,2016012516,SG,Singapore EMA
9820.279813741861,2016012517,SG,Singapore EMA
9590.673459087182,2016012518,SG,Singapore EMA
9443.039077322046,2016012519,SG,Singapore EMA
9405.610063582088,2016012520,SG,Singapore EMA
9620.523392898213,2016012521,SG,Singapore EMA
10280.84102562962,2016012522,SG,Singapore EMA
10953.48884858697,2016012523,SG,Singapore EMA
11949.65781828857,2016012600,SG,Singapore EMA
12573.09556195448,2016012601,SG,Singapore EMA
12845.73274399684,2016012602,SG,Singapore EMA
12959.60082525554,2016012603,SG,Singapore EMA
12707.69148006238,2016012604,SG,Singapore EMA
12805.84638198431,2016012605,SG,Singapore EMA
12751.2040072914,2016012606,SG,Singapore EMA
12729.4313358122,2016012607,SG,Singapore EMA
12803.63879057291,2016012608,SG,Singapore EMA
12619.92025253336,2016012609,SG,Singapore EMA
12226.56827942057,2016012610,SG,Singapore EMA
12301.83839437743,2016012611,SG,Singapore EMA
